Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
CCT55C10-CJ24,CCT55C10- CJ24 Cinta Ducto 48 mm x 55 metros de 230 micras,PRIME,2,CAJA,AMAZON,
CCT55C10-PQ12,CCT55C10- PQ12 Cinta Ducto 48 mm x 55 metros de 230 micras,FULL,1,PAQUETE,MERCADO_LIBRE,
CCT55C10-PQ12,CCT55C10- PQ12 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,1,PAQUETE,PSD_CAT,EST.H.01.C
CCT55C10-PQ12,CCT55C10- PQ12 Cinta Ducto 48 mm x 55 metros de 230 micras,PRIME,1,PAQUETE,AMAZON,
CCT55C10-PQ6,CCT55C10- PQ6 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,1,PAQUETE,PSD_CAT,DEP.1..
CCT55C10-PQ6,CCT55C10- PQ6 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,1,PAQUETE,PSD_CAT,EST.H.01.C
CCT55C10-PZ,CCT55C10- PZ Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,18,PIEZA,PSD_CAT,DEP.1..
CCT55C10-PZ,CCT55C10- PZ Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,9,PIEZA,PSD_CAT,EST.G.01.B
CCTB150,CAJA VACIA CINTA TRANSPARENTE 150 MT,INV MTY,9,PIEZA,LOGISTORAGE_MTY,I.1.O.11
CCTBH914,CAJA VACIA CINTA TRANSPARENTE HD 914 MT,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.O.11
CF3047300,30 47 300M  CLING FILM,INV CAT,1,PIEZA,DHL_CAT,1.E.0.3B
CF3047300,30 47 300M CLING FILM,INV PSD,5,PIEZA,PSD_CAT,EST.H.08.A
CF3047600,30 47 600M CLING FILM,INV PSD,5,PIEZA,PSD_CAT,EST.G.05.B
CF3047600-PZ,CF3047600-PZ 30 47 600M CLING FILM PAQUETE CON 1 PZ,INV PSD,2,PIEZA,PSD_CAT,EST.D.03.C
CF45471000,45 47 1000M  CLING FILM,INV CAT,23,PIEZA,DHL_CAT,3.J.0.5
CF45471000-PZ,CF45471000-PZ 45 47 1000M CLING FILM PAQUETE CON 1 PZ,INV PSD,3,PIEZA,PSD_CAT,EST.H.05.A
CF4547400,45 47 400 CLING FILM,INV MTY,5976,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
CF4547400,45 47 400 CLING FILM,INV MTY,176,PIEZA,LOGISTORAGE_MTY,H.1.D.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.D.32
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.E.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.E.32
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.F.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.F.32
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.G.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.G.32
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.H.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.L.31
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.L.42
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.L.51
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.L.52
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.M.41
CF4547400,45 47 400 CLING FILM,INV MTY,192,PIEZA,LOGISTORAGE_MTY,H.1.M.42
CF4547600,45 47 600M  CLING FILM,INV CAT,1,PIEZA,DHL_CAT,1.F.1.2A
CF4547600,45 47 600M  CLING FILM,INV CAT,192,PIEZA,DHL_CAT,6.M.0.7
CF4547600,45 47 600M  CLING FILM,INV MRD,50,PIEZA,WHM_MRD,UMAN...
CF4547600-PZ,CF4547600-PZ 45 47 600M CLING FILM PAQUETE CON 1 PZ,INV PSD,4,PIEZA,PSD_CAT,EST.H.08.B
CFK4535600-PZ,CFK4535600-PZ 45 35 600 CLING FILM 1 PZ,INV PSD,2,PIEZA,PSD_CAT,EST.H.04.D
CFM3047300,30 47 300M  CLING FILM,INV CAT,396,PIEZA,DHL_CAT,1.K.2.0
CFM3047300,30 47 300M  CLING FILM,INV CAT,160,PIEZA,DHL_CAT,2.D.0.8
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.0.9
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.1.1
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.1.5
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.1.8
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.2.0
CFM3047300,30 47 300M  CLING FILM,INV CAT,800,PIEZA,DHL_CAT,2.D.3.0
CFM3047300,30 47 300M  CLING FILM,INV CAT,320,PIEZA,DHL_CAT,2.K.1.8
CFM3047300,30 47 300M  CLING FILM,INV CAT,212,PIEZA,DHL_CAT,2.K.2.1
CFM3047300,30 47 300M  CLING FILM,INV CAT,400,PIEZA,DHL_CAT,2.O.0.6
CFM3047600,30 47 600M  CLING FILM,INV PSD,4,PIEZA,PSD_CAT,EST.H.08.D
CH007BIO,CHAROLA TERMICA BIODEGRADABLE 007 REYMA 50 PZ,INV CAT,70,PAQUETE,DHL_CAT,6.M.0.8
CH007BIO,CHAROLA TERMICA BIODEGRADABLE 007 REYMA 50 PZ,INV PSD,100,PAQUETE,PSD_CAT,PS.J.04.
CH007BIO-PQ500,CH007BIO-PQ500 CHAROLA TERMICA BIODEGRADABLE 007 REYMA 10 PAQUETES DE 50 PIEZAS / 500 PZS,INV PSD,4,PAQUETE,PSD_CAT,PS.M.11.
CH066MABIO,CHAROLA TERMICA BIODEGRADABLE 66 MARIEL 10 PAQ/50 PZAS,INV CAT,30,PAQUETE,DHL_CAT,1.F.1.2C
CH066MABIO,CHAROLA TERMICA BIODEGRADABLE 66 MARIEL 10 PAQ/50 PZAS,INV PSD,10,PAQUETE,PSD_CAT,STGR...
CH066MABIO,CHAROLA TERMICA BIODEGRADABLE 66 MARIEL 10 PAQ/50 PZAS,IZCALLI,30,PAQUETE,DHL_CAT,STGR...
CH066MABIO-PQ500,CH066MABIO-PQ500 CHAROLA TERMICA BIODEGRADABLE 66 MARIEL 10 PAQUETES DE 50 PIEZAS / 500 PZS,INV PSD,1,PAQUETE,PSD_CAT,DEP.1..
CH855MABIO,CHAROLA TERMICA BIODEGRADABLE 855 MARIEL PAQ CON 50 PZAS,INV CAT,50,PAQUETE,DHL_CAT,2.L.2.2
CH855MABIO-PQ500,CH855MABIO-PQ500 CHAROLA TERMICA BIODEGRADABLE 855 MARIEL 10 PAQUETES DE 50 PZAS / 500 PZS,INV PSD,2,PAQUETE,PSD_CAT,PS.K.13.
CHABRIGUTC4,"CHALECO TIPO BRIGADISTA Naranja ""Unitalla""",INV NUEVO,34,PIEZA,CAT_HALYCON,HAL.1.1.
CHASEGLC4,"Chaleco de Seguridad Naranja Talla ""Grande""",INV NUEVO,1,PIEZA,CAT_HALYCON,HAL.0.4.
CHASEGMC1,"Chaleco de Seguridad Amarillo Talla ""Mediana """,INV NUEVO,9,PIEZA,CAT_HALYCON,HAL.1.2.
CHASEGMC1,"Chaleco de Seguridad Amarillo Talla ""Mediana """,INV NUEVO,1,PIEZA,MTY_HALYCON,DISPONIBLE...
CHASEGMC3,"Chaleco de Seguridad Azul Talla ""Mediana """,INV NUEVO,15,PIEZA,CAT_HALYCON,HAL.0.3.
CHASEGMC3,"Chaleco de Seguridad Azul Talla ""Mediana """,INV NUEVO,4,PIEZA,GDL_HALYCON,3.R.0.1A
CHASEGMC3,"Chaleco de Seguridad Azul Talla ""Mediana """,INV NUEVO,10,PIEZA,MTY_HALYCON,DISPONIBLE...
CHASEGMC4,"Chaleco de Seguridad Naranja Talla ""Mediana """,INV NUEVO,12,PIEZA,CAT_HALYCON,HAL.0.5.
CHASEGMC5,"Chaleco de Seguridad Rojo Talla ""Mediana """,INV NUEVO,10,PIEZA,CAT_HALYCON,HAL.1.2.
CHASEGMC6,"Chaleco de Seguridad Verde Talla ""Mediana """,INV NUEVO,3,PIEZA,GDL_HALYCON,3.R.0.1A
CHASEGMC6,"Chaleco de Seguridad Verde Talla ""Mediana """,INV NUEVO,5,PIEZA,MTY_HALYCON,DISPONIBLE...
CHASEGUTC1,"Chaleco de Seguridad Amarillo ""Unitalla""",INV NUEVO,4,PIEZA,CAT_HALYCON,HAL.0.6.
CHASEGUTC4,"Chaleco de Seguridad Naranja ""Unitalla""",INV NUEVO,6,PIEZA,CAT_HALYCON,HAL.0.3.
CHASEGUTC4,"Chaleco de Seguridad Naranja ""Unitalla""",INV NUEVO,8,PIEZA,GDL_HALYCON,3.R.0.1A
CHASEGUTC4,"Chaleco de Seguridad Naranja ""Unitalla""",INV NUEVO,10,PIEZA,MTY_HALYCON,DISPONIBLE...
CHASEGUTC6,"Chaleco de Seguridad Verde ""Unitalla""",INV NUEVO,3,PIEZA,CAT_HALYCON,HAL.0.6.
CHASEGXXLC4,"Chaleco de Seguridad Naranja Talla ""Extra Extra Grande""",INV NUEVO,3,PIEZA,CAT_HALYCON,HAL.0.9.
CI1092082A,CINTA DE PAPEL IMPRESA - ASOFARMA - 1092082,INVCUAU,262,PIEZA,CUAUTIPARKII,A.08.a.
CI1102089A,"CINTA DE PAPEL IMPRESA ""ZEBRA PEN"" - 1102089",INVCUAU,65,PIEZA,CUAUTIPARKII,A.01.a.
CI1227117A,CINTA DE PAPEL IMPRESA PRODUCCION Y MERCADOTECNIA - 1227117,INVCUAU,150,PIEZA,CUAUTIPARKII,A.10.a.
CI1233116A,"CINTA DE PAPEL IMPRESA ""THE MIX SUPERFOODS AND DEVELOPMENT"" - 1233116",INVCUAU,1,PIEZA,CUAUTIPARKII,A.01.a.
CI461006A,CINTA DE PAPEL IMPRESA DIVINE SKIN LABORATORIES SA DE CV,INVCUAU,2,PIEZA,CUAUTIPARKII,A.03.a.
CI736075A,"CINTA IMPRESA ""BOTANAS Y FRITURAS DE LOS ALTOS DE CHIAPAS SA DE CV"" - 736075",INV CAT,36,PIEZA,DHL_CAT,1.E.0.5C
CIFRAGIL,CINTA IMPRESA 45mic x 48mm x 150m,INV CAT,2543,PIEZA,DHL_CAT,1.O.0.8
CIFRAGIL,CINTA IMPRESA 45mic x 48mm x 150m,INV CAT,2160,PIEZA,DHL_CAT,1.O.1.3
CIFRAGIL,CINTA IMPRESA 45mic x 48mm x 150m,INV CAT,2160,PIEZA,DHL_CAT,QA.ENT..
CIFRAGIL,CINTA IMPRESA 45mic x 48mm x 150m,INV PSD,540,PIEZA,PSD_CAT,STGR...
CIFRAGIL-CJ36,CIFRAGIL-CJ36 45mic x 48mm x 150m Printed tape Paquete con 36 piezas,FULL,3,CAJA,MERCADO_LIBRE,
CIFRAGIL-CJ36,CIFRAGIL-CJ36 45mic x 48mm x 150m Printed tape Paquete con 36 piezas,INV PSD,14,CAJA,PSD_CAT,PS.J.03.
CIFRAGIL-CJ36,CIFRAGIL-CJ36 45mic x 48mm x 150m Printed tape Paquete con 36 piezas,PRIME,1,CAJA,AMAZON,
CIFRAGIL-PQ6,CIFRAGIL-PQ6 45mic x 48mm x 150m Printed tape Paquete con 6 piezas,FULL,9,PAQUETE,MERCADO_LIBRE,
CIFRAGIL-PQ6,CIFRAGIL-PQ6 45mic x 48mm x 150m Printed tape Paquete con 6 piezas,INV PSD,1,PAQUETE,PSD_CAT,EST.E.04.B
CIFRAGIL-PZ,CIFRAGIL-PZ 45mic x 48mm x 150m Printed tape,FULL,9,PIEZA,MERCADO_LIBRE,
CIPACKSYSA,CINTA DE PAPEL KRAFT IMPRESA SELLO DE GARANTIA PACKSYS CON LOGO,INV CAT,80,PIEZA,DHL_CAT,2.H.4.4
CIT16392,CINTA IMPRESA TRANSPARENTE BLITZ,INV CAT,1684,PIEZA,DHL_CAT,2.J.1.4
CJ1125092A,"CAJA A 28X20X23 CM ""LADAVINES COSMETICOS"" - 1125092",INV CAT,15,PIEZA,DHL_CAT,1.E.0.6B
CJ16368A,Caja A 19.7 X 19.7 X 19.7 GENOMMA LAB INTERNACIONAL SAB DE CV,INV CAT,76,PIEZA,DHL_CAT,3.M.0.3
CJ16716A,"CAJA A 15.0 X 15.0 X 18.7 in - ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,100,PIEZA,DHL_CAT,5.K.0.7
CJ16716A,"CAJA A 15.0 X 15.0 X 18.7 in - ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,125,PIEZA,DHL_CAT,5.K.1.2
CJ16716A,"CAJA A 15.0 X 15.0 X 18.7 in - ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,125,PIEZA,DHL_CAT,5.K.1.3
CJ16716C,"CAJA C 15.0 X 15.0 X 7.1 in -  ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,50,PIEZA,DHL_CAT,1.F.0.1B
CJ16716C,"CAJA C 15.0 X 15.0 X 7.1 in -  ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,25,PIEZA,DHL_CAT,1.F.0.7B
CJ16716C,"CAJA C 15.0 X 15.0 X 7.1 in -  ""PROCTER & GAMBLE MANUFACTURING MEXICO S DE RL DE CV"" - 16716",INV CAT,250,PIEZA,DHL_CAT,4.M.1.6
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,4,PIEZA,DHL_CAT,1.E.0.6B
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,625,PIEZA,DHL_CAT,2.L.2.7
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,2100,PIEZA,DHL_CAT,3.D.0.4
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,2100,PIEZA,DHL_CAT,3.D.1.0
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,2100,PIEZA,DHL_CAT,3.D.1.1
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.E.0.4
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.J.1.5
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.K.1.8
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.K.1.9
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.K.2.1
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.L.1.0
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.M.0.7
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,2100,PIEZA,DHL_CAT,4.D.1.1
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.H.4.6
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.J.1.5
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.J.1.6
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.K.1.5
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.K.1.6
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.K.1.7
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.K.2.3
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.K.2.5
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.L.1.1
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.M.0.4
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,2100,PIEZA,DHL_CAT,4.O.1.2
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,5.K.1.5
CJ799063A,Caja A 12.6 X 8.5 X 5.2 ALVAMEX 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,5.K.1.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,51,PIEZA,DHL_CAT,1.E.0.7B
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,800,PIEZA,DHL_CAT,1.K.0.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.J.1.8
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.K.1.3
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.K.1.4
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.L.2.4
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.L.2.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,2.L.2.8
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,300,PIEZA,DHL_CAT,2.M.0.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,3.K.0.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,3.K.1.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,3.K.1.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.J.0.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.J.0.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.J.0.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.J.1.1
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.3
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.8
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.0.9
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.1.4
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.1.8
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.K.2.2
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.L.1.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,4.M.1.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.H.4.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.I.4.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.J.0.4
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.J.0.5
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.J.0.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.J.0.7
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.K.0.6
CJ799063B,Caja B 13.2 X 6.5 X 8.1 ALVAMEX 2BOT DE 4LT,INV CAT,900,PIEZA,DHL_CAT,5.K.0.8
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,DAÑADO CAT,1050,PIEZA,DHL_CAT,16...
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,300,PIEZA,DHL_CAT,2.K.0.4
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.J.0.3
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.J.0.4
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.J.0.6
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.J.0.7
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.K.0.2
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.K.0.3
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,3.M.1.8
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.J.0.3
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.J.0.4
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.J.0.8
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,4.M.1.5
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,5.M.1.6
CJ799063C,Caja C 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT,INV CAT,1050,PIEZA,DHL_CAT,5.M.1.7
CJ799063D,Caja D 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT,INV CAT,2,PIEZA,DHL_CAT,1.E.0.1A
CJ799063E,Caja E 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT fondo blanco,INV CAT,900,PIEZA,DHL_CAT,2.M.1.3
CJ799063E,Caja E 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT fondo blanco,INV CAT,1400,PIEZA,DHL_CAT,3.O.1.3
CJ799063E,Caja E 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT fondo blanco,INV CAT,1800,PIEZA,DHL_CAT,3.O.1.6
CJ799063E,Caja E 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT fondo blanco,INV CAT,900,PIEZA,DHL_CAT,4.J.1.7
CJ799063E,Caja E 13.2 X 6.5 X 8.1 DIAMANTE 2BOT DE 4LT fondo blanco,INV CAT,1000,PIEZA,DHL_CAT,5.G.4.4
CJ799063F,Caja F 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT fondo blanco,INV CAT,900,PIEZA,DHL_CAT,1.M.0.5
CJ799063F,Caja F 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT fondo blanco,INV CAT,800,PIEZA,DHL_CAT,2.L.2.5
CJ799063F,Caja F 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT fondo blanco,INV CAT,200,PIEZA,DHL_CAT,2.M.1.6
CJ799063F,Caja F 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT fondo blanco,INV CAT,400,PIEZA,DHL_CAT,3.L.0.1
CJ799063F,Caja F 12.6 X 8.5 X 5.2 DIAMANTE 6BOT DE 1LT fondo blanco,INV CAT,900,PIEZA,DHL_CAT,4.G.4.1
